Notes,State,County,County Code,Injury Intent,Injury Intent Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
, GA,Glynn County,13127,Homicide,3,117,1453837,8,6.6,9.5,0.7,0.00%
, GA,Glynn County,13127,Undetermined ,4,13,1453837,Unreliable,0.5,1.5,0.2,0.00%
, GA,Glynn County,13127,"Non-Injury, no intent classified",9,13620,1453837,936.8,921.1,952.6,8,0.00%
, GA,Gordon County,13129,Unintentional,1,523,992353,52.7,48.2,57.2,2.3,0.00%
, GA,Gordon County,13129,Suicide,2,120,992353,12.1,9.9,14.3,1.1,0.00%
, GA,Gordon County,13129,Homicide,3,40,992353,4,2.9,5.5,0.6,0.00%
, GA,Gordon County,13129,"Non-Injury, no intent classified",9,7952,992353,801.3,783.7,818.9,9,0.00%
, GA,Grady County,13131,Unintentional,1,261,465888,56,49.2,62.8,3.5,0.00%
, GA,Grady County,13131,Suicide,2,59,465888,12.7,9.6,16.3,1.6,0.00%
, GA,Grady County,13131,Homicide,3,32,465888,6.9,4.7,9.7,1.2,0.00%
, GA,Grady County,13131,"Non-Injury, no intent classified",9,4401,465888,944.6,916.7,972.6,14.2,0.00%
, GA,Greene County,13133,Unintentional,1,145,299366,48.4,40.6,56.3,4,0.00%
, GA,Greene County,13133,Suicide,2,39,299366,13,9.3,17.8,2.1,0.00%
, GA,Greene County,13133,Homicide,3,16,299366,Unreliable,3.1,8.7,1.3,0.00%
, GA,Greene County,13133,"Non-Injury, no intent classified",9,3163,299366,1056.6,1019.7,1093.4,18.8,0.00%
, GA,Gwinnett County,13135,Unintentional,1,3612,14494010,24.9,24.1,25.7,0.4,0.00%
, GA,Gwinnett County,13135,Suicide,2,1448,14494010,10,9.5,10.5,0.3,0.00%
, GA,Gwinnett County,13135,Homicide,3,668,14494010,4.6,4.3,5,0.2,0.00%
, GA,Gwinnett County,13135,Undetermined ,4,95,14494010,0.7,0.5,0.8,0.1,0.00%
, GA,Gwinnett County,13135,Legal Intervention / Operations of War,5,34,14494010,0.2,0.2,0.3,0,0.00%
, GA,Gwinnett County,13135,"Non-Injury, no intent classified",9,55233,14494010,381.1,377.9,384.3,1.6,0.10%
, GA,Habersham County,13137,Unintentional,1,424,778809,54.4,49.3,59.6,2.6,0.00%
, GA,Habersham County,13137,Suicide,2,97,778809,12.5,10.1,15.2,1.3,0.00%
, GA,Habersham County,13137,Homicide,3,21,778809,2.7,1.7,4.1,0.6,0.00%
, GA,Habersham County,13137,"Non-Injury, no intent classified",9,6671,778809,856.6,836,877.1,10.5,0.00%
, GA,Hall County,13139,Unintentional,1,1356,3252275,41.7,39.5,43.9,1.1,0.00%
, GA,Hall County,13139,Suicide,2,407,3252275,12.5,11.3,13.7,0.6,0.00%
, GA,Hall County,13139,Homicide,3,127,3252275,3.9,3.2,4.6,0.3,0.00%
, GA,Hall County,13139,Undetermined ,4,55,3252275,1.7,1.3,2.2,0.2,0.00%
, GA,Hall County,13139,"Non-Injury, no intent classified",9,21068,3252275,647.8,639,656.5,4.5,0.00%
, GA,Hancock County,13141,Unintentional,1,101,178839,56.5,45.5,67.5,5.6,0.00%
, GA,Hancock County,13141,Suicide,2,15,178839,Unreliable,4.7,13.8,2.2,0.00%
, GA,Hancock County,13141,Homicide,3,18,178839,Unreliable,6,15.9,2.4,0.00%
, GA,Hancock County,13141,"Non-Injury, no intent classified",9,1780,178839,995.3,949.1,1041.5,23.6,0.00%
, GA,Haralson County,13143,Unintentional,1,431,530938,81.2,73.5,88.8,3.9,0.00%
, GA,Haralson County,13143,Suicide,2,113,530938,21.3,17.4,25.2,2,0.00%
, GA,Haralson County,13143,Homicide,3,31,530938,5.8,4,8.3,1,0.00%
, GA,Haralson County,13143,"Non-Injury, no intent classified",9,5517,530938,1039.1,1011.7,1066.5,14,0.00%
, GA,Harris County,13145,Unintentional,1,231,563749,41,35.7,46.3,2.7,0.00%
, GA,Harris County,13145,Suicide,2,74,563749,13.1,10.3,16.5,1.5,0.00%
, GA,Harris County,13145,Homicide,3,17,563749,Unreliable,1.8,4.8,0.7,0.00%
, GA,Harris County,13145,"Non-Injury, no intent classified",9,4028,563749,714.5,692.4,736.6,11.3,0.00%
, GA,Hart County,13147,Unintentional,1,256,467474,54.8,48.1,61.5,3.4,0.00%
, GA,Hart County,13147,Suicide,2,76,467474,16.3,12.8,20.3,1.9,0.00%
, GA,Hart County,13147,Homicide,3,22,467474,4.7,2.9,7.1,1,0.00%
, GA,Hart County,13147,"Non-Injury, no intent classified",9,4941,467474,1057,1027.5,1086.4,15,0.00%
, GA,Heard County,13149,Unintentional,1,148,217794,68,57,78.9,5.6,0.00%
, GA,Heard County,13149,Suicide,2,37,217794,17,12,23.4,2.8,0.00%
, GA,Heard County,13149,"Non-Injury, no intent classified",9,1931,217794,886.6,847.1,926.2,20.2,0.00%
, GA,Henry County,13151,Unintentional,1,1210,3458577,35,33,37,1,0.00%
, GA,Henry County,13151,Suicide,2,401,3458577,11.6,10.5,12.7,0.6,0.00%
, GA,Henry County,13151,Homicide,3,182,3458577,5.3,4.5,6,0.4,0.00%
, GA,Henry County,13151,Undetermined ,4,47,3458577,1.4,1,1.8,0.2,0.00%
, GA,Henry County,13151,"Non-Injury, no intent classified",9,19129,3458577,553.1,545.3,560.9,4,0.00%
, GA,Houston County,13153,Unintentional,1,817,2535197,32.2,30,34.4,1.1,0.00%
, GA,Houston County,13153,Suicide,2,311,2535197,12.3,10.9,13.6,0.7,0.00%
, GA,Houston County,13153,Homicide,3,119,2535197,4.7,3.9,5.5,0.4,0.00%
, GA,Houston County,13153,Undetermined ,4,80,2535197,3.2,2.5,3.9,0.4,0.00%
, GA,Houston County,13153,"Non-Injury, no intent classified",9,16512,2535197,651.3,641.4,661.2,5.1,0.00%
, GA,Irwin County,13155,Unintentional,1,100,182519,54.8,44.1,65.5,5.5,0.00%
, GA,Irwin County,13155,Suicide,2,17,182519,Unreliable,5.4,14.9,2.3,0.00%
, GA,Irwin County,13155,Homicide,3,14,182519,Unreliable,4.2,12.9,2.1,0.00%
, GA,Irwin County,13155,"Non-Injury, no intent classified",9,1881,182519,1030.6,984,1077.2,23.8,0.00%
, GA,Jackson County,13157,Unintentional,1,633,1047217,60.4,55.7,65.2,2.4,0.00%
, GA,Jackson County,13157,Suicide,2,165,1047217,15.8,13.4,18.2,1.2,0.00%
, GA,Jackson County,13157,Homicide,3,47,1047217,4.5,3.3,6,0.7,0.00%
, GA,Jackson County,13157,"Non-Injury, no intent classified",9,8423,1047217,804.3,787.1,821.5,8.8,0.00%
, GA,Jasper County,13159,Unintentional,1,138,248500,55.5,46.3,64.8,4.7,0.00%
, GA,Jasper County,13159,Suicide,2,44,248500,17.7,12.9,23.8,2.7,0.00%
, GA,Jasper County,13159,"Non-Injury, no intent classified",9,2097,248500,843.9,807.7,880,18.4,0.00%
, GA,Jeff Davis County,13161,Unintentional,1,207,269426,76.8,66.4,87.3,5.3,0.00%
, GA,Jeff Davis County,13161,Suicide,2,35,269426,13,9,18.1,2.2,0.00%
, GA,Jeff Davis County,13161,Homicide,3,19,269426,Unreliable,4.2,11,1.6,0.00%
, GA,Jeff Davis County,13161,"Non-Injury, no intent classified",9,2650,269426,983.6,946.1,1021,19.1,0.00%
, GA,Jefferson County,13163,Unintentional,1,189,317761,59.5,51,68,4.3,0.00%
, GA,Jefferson County,13163,Suicide,2,33,317761,10.4,7.1,14.6,1.8,0.00%
, GA,Jefferson County,13163,Homicide,3,30,317761,9.4,6.4,13.5,1.7,0.00%
, GA,Jefferson County,13163,"Non-Injury, no intent classified",9,3719,317761,1170.4,1132.8,1208,19.2,0.00%
, GA,Jenkins County,13165,Unintentional,1,112,164045,68.3,55.6,80.9,6.5,0.00%
, GA,Jenkins County,13165,Suicide,2,14,164045,Unreliable,4.7,14.3,2.3,0.00%
, GA,Jenkins County,13165,Homicide,3,18,164045,Unreliable,6.5,17.3,2.6,0.00%
, GA,Jenkins County,13165,"Non-Injury, no intent classified",9,1735,164045,1057.6,1007.9,1107.4,25.4,0.00%
, GA,Johnson County,13167,Unintentional,1,82,182031,45,35.8,55.9,5,0.00%
, GA,Johnson County,13167,Suicide,2,16,182031,Unreliable,5,14.3,2.2,0.00%
, GA,Johnson County,13167,"Non-Injury, no intent classified",9,1801,182031,989.4,943.7,1035.1,23.3,0.00%
, GA,Jones County,13169,Unintentional,1,262,517294,50.6,44.5,56.8,3.1,0.00%
, GA,Jones County,13169,Suicide,2,75,517294,14.5,11.4,18.2,1.7,0.00%
, GA,Jones County,13169,Homicide,3,23,517294,4.4,2.8,6.7,0.9,0.00%
, GA,Jones County,13169,"Non-Injury, no intent classified",9,3681,517294,711.6,688.6,734.6,11.7,0.00%
, GA,Lamar County,13171,Unintentional,1,178,331108,53.8,45.9,61.7,4,0.00%
, GA,Lamar County,13171,Suicide,2,38,331108,11.5,8.1,15.8,1.9,0.00%
, GA,Lamar County,13171,Homicide,3,12,331108,Unreliable,1.9,6.3,1,0.00%
, GA,Lamar County,13171,"Non-Injury, no intent classified",9,3288,331108,993,959.1,1027,17.3,0.00%
, GA,Lanier County,13173,Unintentional,1,56,172417,32.5,24.5,42.2,4.3,0.00%
, GA,Lanier County,13173,Suicide,2,15,172417,Unreliable,4.9,14.3,2.2,0.00%
, GA,Lanier County,13173,Homicide,3,12,172417,Unreliable,3.6,12.2,2,0.00%
, GA,Lanier County,13173,"Non-Injury, no intent classified",9,1365,172417,791.7,749.7,833.7,21.4,0.00%
, GA,Laurens County,13175,Unintentional,1,516,894141,57.7,52.7,62.7,2.5,0.00%
, GA,Laurens County,13175,Suicide,2,103,894141,11.5,9.3,13.7,1.1,0.00%
, GA,Laurens County,13175,Homicide,3,65,894141,7.3,5.6,9.3,0.9,0.00%
, GA,Laurens County,13175,"Non-Injury, no intent classified",9,8990,894141,1005.4,984.7,1026.2,10.6,0.00%
, GA,Lee County,13177,Unintentional,1,208,520366,40,34.5,45.4,2.8,0.00%
, GA,Lee County,13177,Suicide,2,73,520366,14,11,17.6,1.6,0.00%
, GA,Lee County,13177,Homicide,3,14,520366,Unreliable,1.5,4.5,0.7,0.00%
, GA,Lee County,13177,"Non-Injury, no intent classified",9,2824,520366,542.7,522.7,562.7,10.2,0.00%
, GA,Liberty County,13179,Unintentional,1,420,1202447,34.9,31.6,38.3,1.7,0.00%
, GA,Liberty County,13179,Suicide,2,148,1202447,12.3,10.3,14.3,1,0.00%
, GA,Liberty County,13179,Homicide,3,103,1202447,8.6,6.9,10.2,0.8,0.00%
, GA,Liberty County,13179,"Non-Injury, no intent classified",9,5041,1202447,419.2,407.7,430.8,5.9,0.00%
, GA,Lincoln County,13181,Unintentional,1,97,153263,63.3,51.3,77.2,6.4,0.00%
, GA,Lincoln County,13181,Suicide,2,19,153263,Unreliable,7.5,19.4,2.8,0.00%
, GA,Lincoln County,13181,Homicide,3,14,153263,Unreliable,5,15.3,2.4,0.00%
, GA,Lincoln County,13181,"Non-Injury, no intent classified",9,1601,153263,1044.6,993.4,1095.8,26.1,0.00%
, GA,Long County,13183,Unintentional,1,111,261369,42.5,34.6,50.4,4,0.00%
, GA,Long County,13183,Suicide,2,26,261369,9.9,6.5,14.6,2,0.00%
, GA,Long County,13183,Homicide,3,11,261369,Unreliable,2.1,7.5,1.3,0.00%
, GA,Long County,13183,"Non-Injury, no intent classified",9,1299,261369,497,470,524,13.8,0.00%
, GA,Lowndes County,13185,Unintentional,1,687,1978818,34.7,32.1,37.3,1.3,0.00%
, GA,Lowndes County,13185,Suicide,2,224,1978818,11.3,9.8,12.8,0.8,0.00%
, GA,Lowndes County,13185,Homicide,3,128,1978818,6.5,5.3,7.6,0.6,0.00%
, GA,Lowndes County,13185,Undetermined ,4,12,1978818,Unreliable,0.3,1.1,0.2,0.00%
, GA,Lowndes County,13185,"Non-Injury, no intent classified",9,13753,1978818,695,683.4,706.6,5.9,0.00%
, GA,Lumpkin County,13187,Unintentional,1,258,524532,49.2,43.2,55.2,3.1,0.00%
, GA,Lumpkin County,13187,Suicide,2,87,524532,16.6,13.3,20.5,1.8,0.00%
, GA,Lumpkin County,13187,Homicide,3,18,524532,Unreliable,2,5.4,0.8,0.00%
, GA,Lumpkin County,13187,"Non-Injury, no intent classified",9,3707,524532,706.7,684,729.5,11.6,0.00%
, GA,McDuffie County,13189,Unintentional,1,226,408128,55.4,48.2,62.6,3.7,0.00%
, GA,McDuffie County,13189,Suicide,2,61,408128,14.9,11.4,19.2,1.9,0.00%
, GA,McDuffie County,13189,Homicide,3,38,408128,9.3,6.6,12.8,1.5,0.00%
, GA,McDuffie County,13189,"Non-Injury, no intent classified",9,4150,408128,1016.8,985.9,1047.8,15.8,0.00%
, GA,McIntosh County,13191,Unintentional,1,118,248368,47.5,38.9,56.1,4.4,0.00%
, GA,McIntosh County,13191,Suicide,2,28,248368,11.3,7.5,16.3,2.1,0.00%
, GA,McIntosh County,13191,Homicide,3,19,248368,Unreliable,4.6,11.9,1.8,0.00%
, GA,McIntosh County,13191,"Non-Injury, no intent classified",9,2021,248368,813.7,778.2,849.2,18.1,0.00%
, GA,Macon County,13193,Unintentional,1,118,269082,43.9,35.9,51.8,4,0.00%
, GA,Macon County,13193,Suicide,2,27,269082,10,6.6,14.6,1.9,0.00%
, GA,Macon County,13193,Homicide,3,22,269082,8.2,5.1,12.4,1.7,0.00%
, GA,Macon County,13193,"Non-Injury, no intent classified",9,2748,269082,1021.3,983.1,1059.4,19.5,0.00%
, GA,Madison County,13195,Unintentional,1,335,522184,64.2,57.3,71,3.5,0.00%
, GA,Madison County,13195,Suicide,2,75,522184,14.4,11.3,18,1.7,0.00%
, GA,Madison County,13195,Homicide,3,17,522184,Unreliable,1.9,5.2,0.8,0.00%
, GA,Madison County,13195,"Non-Injury, no intent classified",9,4533,522184,868.1,842.8,893.4,12.9,0.00%
, GA,Marion County,13197,Unintentional,1,88,154495,57,45.7,70.2,6.1,0.00%
, GA,Marion County,13197,Suicide,2,15,154495,Unreliable,5.4,16,2.5,0.00%
, GA,Marion County,13197,"Non-Injury, no intent classified",9,1371,154495,887.4,840.4,934.4,24,0.00%
, GA,Meriwether County,13199,Unintentional,1,246,418954,58.7,51.4,66.1,3.7,0.00%
, GA,Meriwether County,13199,Suicide,2,54,418954,12.9,9.7,16.8,1.8,0.00%
, GA,Meriwether County,13199,Homicide,3,34,418954,8.1,5.6,11.3,1.4,0.00%
, GA,Meriwether County,13199,"Non-Injury, no intent classified",9,4507,418954,1075.8,1044.4,1107.2,16,0.00%
, GA,Miller County,13201,Unintentional,1,90,116187,77.5,62.3,95.2,8.2,0.00%
, GA,Miller County,13201,Suicide,2,10,116187,Unreliable,4.1,15.8,2.7,0.00%
, GA,Miller County,13201,"Non-Injury, no intent classified",9,1463,116187,1259.2,1194.7,1323.7,32.9,0.00%
, GA,Mitchell County,13205,Unintentional,1,238,443824,53.6,46.8,60.4,3.5,0.00%
, GA,Mitchell County,13205,Suicide,2,50,443824,11.3,8.4,14.9,1.6,0.00%
, GA,Mitchell County,13205,Homicide,3,30,443824,6.8,4.6,9.6,1.2,0.00%
, GA,Mitchell County,13205,"Non-Injury, no intent classified",9,4206,443824,947.7,919,976.3,14.6,0.00%
, GA,Monroe County,13207,Unintentional,1,264,477368,55.3,48.6,62,3.4,0.00%
, GA,Monroe County,13207,Suicide,2,73,477368,15.3,12,19.2,1.8,0.00%
, GA,Monroe County,13207,Homicide,3,30,477368,6.3,4.2,9,1.1,0.00%
, GA,Monroe County,13207,"Non-Injury, no intent classified",9,3979,477368,833.5,807.6,859.4,13.2,0.00%
, GA,Montgomery County,13209,Unintentional,1,88,169095,52,41.7,64.1,5.5,0.00%
, GA,Montgomery County,13209,Suicide,2,29,169095,17.2,11.5,24.6,3.2,0.00%
, GA,Montgomery County,13209,Homicide,3,11,169095,Unreliable,3.2,11.6,2,0.00%
, GA,Montgomery County,13209,"Non-Injury, no intent classified",9,1398,169095,826.8,783.4,870.1,22.1,0.00%
, GA,Morgan County,13211,Unintentional,1,178,327770,54.3,46.3,62.3,4.1,0.00%
, GA,Morgan County,13211,Suicide,2,38,327770,11.6,8.2,15.9,1.9,0.00%
, GA,Morgan County,13211,Homicide,3,14,327770,Unreliable,2.3,7.2,1.1,0.00%
, GA,Morgan County,13211,"Non-Injury, no intent classified",9,2877,327770,877.7,845.7,909.8,16.4,0.00%
, GA,Murray County,13213,Unintentional,1,470,742021,63.3,57.6,69.1,2.9,0.00%
, GA,Murray County,13213,Suicide,2,91,742021,12.3,9.9,15.1,1.3,0.00%
, GA,Murray County,13213,Homicide,3,18,742021,Unreliable,1.4,3.8,0.6,0.00%
, GA,Murray County,13213,"Non-Injury, no intent classified",9,5414,742021,729.6,710.2,749.1,9.9,0.00%
, GA,Muscogee County,13215,Unintentional,1,1356,3621942,37.4,35.4,39.4,1,0.00%
, GA,Muscogee County,13215,Suicide,2,423,3621942,11.7,10.6,12.8,0.6,0.00%
, GA,Muscogee County,13215,Homicide,3,399,3621942,11,9.9,12.1,0.6,0.00%
, GA,Muscogee County,13215,Undetermined ,4,21,3621942,0.6,0.4,0.9,0.1,0.00%
, GA,Muscogee County,13215,"Non-Injury, no intent classified",9,32407,3621942,894.7,885,904.5,5,0.10%
, GA,Newton County,13217,Unintentional,1,748,1714320,43.6,40.5,46.8,1.6,0.00%
, GA,Newton County,13217,Suicide,2,209,1714320,12.2,10.5,13.8,0.8,0.00%
, GA,Newton County,13217,Homicide,3,124,1714320,7.2,6,8.5,0.6,0.00%
, GA,Newton County,13217,Undetermined ,4,15,1714320,Unreliable,0.5,1.4,0.2,0.00%
, GA,Newton County,13217,"Non-Injury, no intent classified",9,11717,1714320,683.5,671.1,695.9,6.3,0.00%
, GA,Oconee County,13219,Unintentional,1,184,592662,31,26.6,35.5,2.3,0.00%
, GA,Oconee County,13219,Suicide,2,69,592662,11.6,9.1,14.7,1.4,0.00%
, GA,Oconee County,13219,Homicide,3,10,592662,Unreliable,0.8,3.1,0.5,0.00%
, GA,Oconee County,13219,"Non-Injury, no intent classified",9,3378,592662,570,550.7,589.2,9.8,0.00%
, GA,Oglethorpe County,13221,Unintentional,1,130,267612,48.6,40.2,56.9,4.3,0.00%
, GA,Oglethorpe County,13221,Suicide,2,37,267612,13.8,9.7,19.1,2.3,0.00%
, GA,Oglethorpe County,13221,Homicide,3,11,267612,Unreliable,2.1,7.4,1.2,0.00%
, GA,Oglethorpe County,13221,"Non-Injury, no intent classified",9,2151,267612,803.8,769.8,837.7,17.3,0.00%
, GA,Paulding County,13223,Unintentional,1,920,2388579,38.5,36,41,1.3,0.00%
, GA,Paulding County,13223,Suicide,2,299,2388579,12.5,11.1,13.9,0.7,0.00%
, GA,Paulding County,13223,Homicide,3,83,2388579,3.5,2.8,4.3,0.4,0.00%
, GA,Paulding County,13223,Undetermined ,4,17,2388579,Unreliable,0.4,1.1,0.2,0.00%
, GA,Paulding County,13223,"Non-Injury, no intent classified",9,10860,2388579,454.7,446.1,463.2,4.4,0.00%
, GA,Peach County,13225,Unintentional,1,247,493819,50,43.8,56.3,3.2,0.00%
, GA,Peach County,13225,Suicide,2,77,493819,15.6,12.3,19.5,1.8,0.00%
, GA,Peach County,13225,Homicide,3,31,493819,6.3,4.3,8.9,1.1,0.00%
, GA,Peach County,13225,Undetermined ,4,10,493819,Unreliable,1,3.7,0.6,0.00%
, GA,Peach County,13225,"Non-Injury, no intent classified",9,4445,493819,900.1,873.7,926.6,13.5,0.00%
, GA,Pickens County,13227,Unintentional,1,311,531472,58.5,52,65,3.3,0.00%
, GA,Pickens County,13227,Suicide,2,89,531472,16.7,13.4,20.6,1.8,0.00%
, GA,Pickens County,13227,Homicide,3,19,531472,Unreliable,2.2,5.6,0.8,0.00%
, GA,Pickens County,13227,"Non-Injury, no intent classified",9,4675,531472,879.6,854.4,904.8,12.9,0.00%
, GA,Pierce County,13229,Unintentional,1,210,337132,62.3,53.9,70.7,4.3,0.00%
, GA,Pierce County,13229,Suicide,2,52,337132,15.4,11.5,20.2,2.1,0.00%
, GA,Pierce County,13229,Homicide,3,17,337132,Unreliable,2.9,8.1,1.2,0.00%
, GA,Pierce County,13229,"Non-Injury, no intent classified",9,3252,337132,964.6,931.5,997.8,16.9,0.00%
, GA,Pike County,13231,Unintentional,1,156,313801,49.7,41.9,57.5,4,0.00%
, GA,Pike County,13231,Suicide,2,50,313801,15.9,11.8,21,2.3,0.00%
, GA,Pike County,13231,Homicide,3,14,313801,Unreliable,2.4,7.5,1.2,0.00%
, GA,Pike County,13231,"Non-Injury, no intent classified",9,2613,313801,832.7,800.8,864.6,16.3,0.00%
, GA,Polk County,13233,Unintentional,1,509,767859,66.3,60.5,72,2.9,0.00%
, GA,Polk County,13233,Suicide,2,121,767859,15.8,13,18.6,1.4,0.00%
, GA,Polk County,13233,Homicide,3,55,767859,7.2,5.4,9.3,1,0.00%
, GA,Polk County,13233,"Non-Injury, no intent classified",9,8042,767859,1047.3,1024.4,1070.2,11.7,0.00%
, GA,Pulaski County,13235,Unintentional,1,94,209490,44.9,36.3,54.9,4.6,0.00%
, GA,Pulaski County,13235,Suicide,2,38,209490,18.1,12.8,24.9,2.9,0.00%
, GA,Pulaski County,13235,Homicide,3,13,209490,Unreliable,3.3,10.6,1.7,0.00%
, GA,Pulaski County,13235,"Non-Injury, no intent classified",9,2000,209490,954.7,912.9,996.5,21.3,0.00%
, GA,Putnam County,13237,Unintentional,1,217,389619,55.7,48.3,63.1,3.8,0.00%
, GA,Putnam County,13237,Suicide,2,62,389619,15.9,12.2,20.4,2,0.00%
, GA,Putnam County,13237,Homicide,3,15,389619,Unreliable,2.2,6.3,1,0.00%
, GA,Putnam County,13237,"Non-Injury, no intent classified",9,3580,389619,918.8,888.7,948.9,15.4,0.00%
, GA,Quitman County,13239,Unintentional,1,31,46945,66,44.9,93.7,11.9,0.00%
, GA,Quitman County,13239,"Non-Injury, no intent classified",9,544,46945,1158.8,1061.4,1256.2,49.7,0.00%
, GA,Rabun County,13241,Unintentional,1,201,303815,66.2,57,75.3,4.7,0.00%
, GA,Rabun County,13241,Suicide,2,63,303815,20.7,15.9,26.5,2.6,0.00%
, GA,Rabun County,13241,Homicide,3,16,303815,Unreliable,3,8.6,1.3,0.00%
, GA,Rabun County,13241,"Non-Injury, no intent classified",9,3264,303815,1074.3,1037.5,1111.2,18.8,0.00%
, GA,Randolph County,13243,Unintentional,1,78,143767,54.3,42.9,67.7,6.1,0.00%
, GA,Randolph County,13243,Suicide,2,17,143767,Unreliable,6.9,18.9,2.9,0.00%
, GA,Randolph County,13243,Homicide,3,15,143767,Unreliable,5.8,17.2,2.7,0.00%
, GA,Randolph County,13243,"Non-Injury, no intent classified",9,1752,143767,1218.6,1161.6,1275.7,29.1,0.00%
, GA,Richmond County,13245,Unintentional,1,1688,3789769,44.5,42.4,46.7,1.1,0.00%
, GA,Richmond County,13245,Suicide,2,457,3789769,12.1,11,13.2,0.6,0.00%
, GA,Richmond County,13245,Homicide,3,450,3789769,11.9,10.8,13,0.6,0.00%
, GA,Richmond County,13245,Undetermined ,4,69,3789769,1.8,1.4,2.3,0.2,0.00%
, GA,Richmond County,13245,"Non-Injury, no intent classified",9,33946,3789769,895.7,886.2,905.3,4.9,0.10%
, GA,Rockdale County,13247,Unintentional,1,615,1544117,39.8,36.7,43,1.6,0.00%
, GA,Rockdale County,13247,Suicide,2,160,1544117,10.4,8.8,12,0.8,0.00%
, GA,Rockdale County,13247,Homicide,3,89,1544117,5.8,4.6,7.1,0.6,0.00%
, GA,Rockdale County,13247,Undetermined ,4,12,1544117,Unreliable,0.4,1.4,0.2,0.00%
, GA,Rockdale County,13247,"Non-Injury, no intent classified",9,10126,1544117,655.8,643,668.6,6.5,0.00%
, GA,Schley County,13249,Unintentional,1,41,87083,47.1,33.8,63.9,7.4,0.00%
, GA,Schley County,13249,Suicide,2,11,87083,Unreliable,6.3,22.6,3.8,0.00%
, GA,Schley County,13249,"Non-Injury, no intent classified",9,680,87083,780.9,722.2,839.6,29.9,0.00%
, GA,Screven County,13251,Unintentional,1,164,279208,58.7,49.7,67.7,4.6,0.00%
, GA,Screven County,13251,Suicide,2,24,279208,8.6,5.5,12.8,1.8,0.00%
, GA,Screven County,13251,Homicide,3,27,279208,9.7,6.4,14.1,1.9,0.00%
, GA,Screven County,13251,"Non-Injury, no intent classified",9,2996,279208,1073,1034.6,1111.5,19.6,0.00%
, GA,Seminole County,13253,Unintentional,1,122,168937,72.2,59.4,85,6.5,0.00%
, GA,Seminole County,13253,Suicide,2,24,168937,14.2,9.1,21.1,2.9,0.00%
, GA,Seminole County,13253,Homicide,3,14,168937,Unreliable,4.5,13.9,2.2,0.00%
, GA,Seminole County,13253,"Non-Injury, no intent classified",9,2045,168937,1210.5,1158,1263,26.8,0.00%
, GA,Spalding County,13255,Unintentional,1,605,1183635,51.1,47,55.2,2.1,0.00%
, GA,Spalding County,13255,Suicide,2,160,1183635,13.5,11.4,15.6,1.1,0.00%
, GA,Spalding County,13255,Homicide,3,83,1183635,7,5.6,8.7,0.8,0.00%
, GA,Spalding County,13255,Undetermined ,4,11,1183635,Unreliable,0.5,1.7,0.3,0.00%
, GA,Spalding County,13255,"Non-Injury, no intent classified",9,11668,1183635,985.8,967.9,1003.7,9.1,0.00%
, GA,Stephens County,13257,Unintentional,1,359,487599,73.6,66,81.2,3.9,0.00%
, GA,Stephens County,13257,Suicide,2,79,487599,16.2,12.8,20.2,1.8,0.00%
, GA,Stephens County,13257,Homicide,3,25,487599,5.1,3.3,7.6,1,0.00%
, GA,Stephens County,13257,"Non-Injury, no intent classified",9,5847,487599,1199.1,1168.4,1229.9,15.7,0.00%
, GA,Stewart County,13259,Unintentional,1,58,108168,53.6,40.7,69.3,7,0.00%
, GA,Stewart County,13259,Homicide,3,14,108168,Unreliable,7.1,21.7,3.5,0.00%
, GA,Stewart County,13259,"Non-Injury, no intent classified",9,1260,108168,1164.9,1100.5,1229.2,32.8,0.00%
, GA,Sumter County,13261,Unintentional,1,265,613671,43.2,38,48.4,2.7,0.00%
, GA,Sumter County,13261,Suicide,2,54,613671,8.8,6.6,11.5,1.2,0.00%
, GA,Sumter County,13261,Homicide,3,51,613671,8.3,6.2,10.9,1.2,0.00%
, GA,Sumter County,13261,"Non-Injury, no intent classified",9,6120,613671,997.3,972.3,1022.3,12.7,0.00%
, GA,Talbot County,13263,Unintentional,1,86,126270,68.1,54.5,84.1,7.3,0.00%
